review_id,candidate_id,premise,hypothesis,auto_label,review_label,keep,notes,source_org,theme,pair_type,transform,source_file,review_status
frdr_v3_0058,fdcp_v11_0002,"Over time, the tools will also provide supervisors with a better understanding of banks' payment and settlement behaviour.","Over time, the tools will also provide supervisors with a better understanding of banks' payment and settlement behaviour.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,liquidity,extractive_entailment,,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
frdr_v3_0059,fdcp_v11_0024,"Competent authorities should assess the institution’s exposure to intraday liquidity risk for a selected time horizon, including the intraday availability of liquid assets given the unpredictable nature of unexpected intraday outflows or lack of inflows.",The general factors the PRA considers are: (a) whether the home jurisdiction’s prudential supervision regime is sufficiently equivalent to the UK regime; (b) whether there is sufficient supervisory co-operation with the home state supervisor; and (c) the efficacy of the arrangements for resolution.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,liquidity,cross_source_neutral,,data/processed/finreg/eba/eba_srep_hub.txt,reviewed_codex_v1
frdr_v3_0060,fdcp_v11_0037,"However, demonstrating the business benefits of data lineage, such as cost reduction and improved efficiency, can help secure investment in automated tools.","Strong governance provides explicit support and structure to risk management functions through policies defining relevant risk management activities, procedures that implement those policies, allocation of resources, and mechanisms for testing that policies and procedures are being carried out as specified.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,rdarr,cross_source_neutral,,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0061,fdcp_v11_0021,"The management body should set clear roles and responsibilities for ICT functions, information security risk management, and business continuity, including those for the management body and its committees.","The management body should not set clear roles and responsibilities for ICT functions, information security risk management, and business continuity, including those for the management body and its committees.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,ict,minimal_contradiction,should_not,data/processed/finreg/eba/eba_ict_security_risk_management.txt,reviewed_codex_v1
frdr_v3_0062,fdcp_v11_0197,The 2009 principles were designed to address key weaknesses in stress testing practices as highlighted by the global financial crisis.,"The ICT and security risk management framework should be approved and reviewed, at least once a year, by the management body.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,stress_testing,cross_source_neutral,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,reviewed_codex_v1
frdr_v3_0063,fdcp_v11_0172,"The ECB is confident that this revision will enhance the guide’s usefulness when implementing or supervising internal models, promoting greater consistency across institutions and strengthening their alignment with the regulatory requirements.","The ECB is confident that this revision will not enhance the guide’s usefulness when implementing or supervising internal models, promoting greater consistency across institutions and strengthening their alignment with the regulatory requirements.",contradiction,bad,no,guide revision/usefulness statement; low training value,ECB,model_risk,minimal_contradiction,will_not,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0064,fdcp_v11_0185,"With respect to retention periods, the PRA expects that records should be retained for as long as is relevant for the purposes for which they are made.","With respect to retention periods, the PRA expects that records should not be retained for as long as is relevant for the purposes for which they are made.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
frdr_v3_0065,fdcp_v11_0046,"In line with the EBA Outsourcing GL, when considering whether an arrangement with a third party falls within the definition of outsourcing, firms should consider whether the third party will perform the relevant function or service (or part thereof) on a recurrent or an ongoing basis.","In line with the EBA Outsourcing GL, when considering whether an arrangement with a third party falls within the definition of outsourcing, firms should consider whether the third party will perform the relevant function or service (or part thereof) on a recurrent or an ongoing basis.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,reviewed_codex_v1
frdr_v3_0066,fdcp_v11_0090,"With respect to retention periods, the PRA expects that records should be retained for as long as is relevant for the purposes for which they are made.","With respect to retention periods, the PRA expects that records should be retained for as long as is relevant for the purposes for which they are made.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
frdr_v3_0067,fdcp_v11_0240,"It follows that firms should apply stricter controls to material, non-outsourcing third party arrangements than to non-material outsourcing arrangements.","It follows that firms should not apply stricter controls to material, non-outsourcing third party arrangements than to non-material outsourcing arrangements.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,reviewed_codex_v1
frdr_v3_0068,fdcp_v11_0131,It sets out the PRA’s expectations for the internal governance of third country branches and how these firms should comply with the Internal Governance of Third Country Branches parts of the PRA Rulebook.,It sets out the PRA’s expectations for the internal governance of third country branches and how these firms should not comply with the Internal Governance of Third Country Branches parts of the PRA Rulebook.,contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,governance,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
frdr_v3_0069,fdcp_v11_0082,"In accordance with Article 109(2) of Directive 2013/36/EU, parent undertakings and subsidiaries subject to that directive should ensure that governance arrangements, processes and mechanisms are consistent and well integrated on a consolidated or sub-consolidated basis.","In accordance with Article 109(2) of Directive 2013/36/EU, parent undertakings and subsidiaries subject to that directive should ensure that governance arrangements, processes and mechanisms are consistent and well integrated on a consolidated or sub-consolidated basis.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,extractive_entailment,,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0070,fdcp_v11_0168,"In circumstances where these appointments may be permissible, such as for certain smaller less complex firms, the firm should be able to explain how its governance arrangements will otherwise satisfy the need for independent oversight of the executives.","In circumstances where these appointments may be permissible, such as for certain smaller less complex firms, the firm should not be able to explain how its governance arrangements will otherwise satisfy the need for independent oversight of the executives.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,governance,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0071,fdcp_v11_0083,"On a continuous and satisfactory basis, it should take into account in a manner that is proportionate given the nature, scale and complexity of the outsourcing, the provisions in this section in complying with the rule.","On a continuous and satisfactory basis, it should not take into account in a manner that is proportionate given the nature, scale and complexity of the outsourcing, the provisions in this section in complying with the rule.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
frdr_v3_0072,fdcp_v11_0228,"Hence, the requirements are stricter as compared to the requirements for other less risky outsourcing arrangements.","These include the objectives, governance, policies, processes, methodology, resources and documentation that guide stress testing activities and facilitate the use, implementation and oversight of stress testing frameworks.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,outsourcing,cross_source_neutral,,data/processed/finreg/eba/eba_outsourcing.txt,reviewed_codex_v1
frdr_v3_0073,fdcp_v11_0218,"While a firm may rely extensively on its group for booking, risk management, and other services, the PRA considers that the firm should have sufficient risk management capabilities if it is to satisfy the relevant threshold conditions and comply with the Fundamental Rules.","While a firm may rely extensively on its group for booking, risk management, and other services, the PRA considers that the firm should have sufficient risk management capabilities if it is to satisfy the relevant threshold conditions and comply with the Fundamental Rules.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,general,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0074,fdcp_v11_0135,"Such structures should be approved and maintained only when their purpose has been clearly defined and understood, and when the management body is satisfied that all material risks, including reputational risks, have been identified, that all risks can be managed effectively and appropriately reported, and that effective oversight has been ensured.","Such structures should not be approved and maintained only when their purpose has been clearly defined and understood, and when the management body is satisfied that all material risks, including reputational risks, have been identified, that all risks can be managed effectively and appropriately reported, and that effective oversight has been ensured.",contradiction,bad,no,negated hypothesis is syntactically awkward and may teach bad contradiction patterns,EBA,governance,minimal_contradiction,should_not,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0075,fdcp_v11_0225,"Banks will apply their own models to project the impact of the scenarios, subject to strict rules and a thorough review by the competent authorities.","Banks will apply their own models to project the impact of the scenarios, subject to strict rules and a thorough review by the competent authorities.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,ECB,stress_testing,extractive_entailment,,data/processed/finreg/ecb/ecb_2025_stress_test.txt,reviewed_codex_v1
frdr_v3_0076,fdcp_v11_0156,"This should include data taxonomies – specifically a dictionary of the main business definitions and a metadata repository – that cover material legal entities, business lines, material risks and related reports, key risk indicators and their critical data elements, as well as models that are within the scope of application.","This should not include data taxonomies – specifically a dictionary of the main business definitions and a metadata repository – that cover material legal entities, business lines, material risks and related reports, key risk indicators and their critical data elements, as well as models that are within the scope of application.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,ECB,ict,minimal_contradiction,should_not,data/processed/finreg/ecb/ecb_rdarr_guide.txt,reviewed_codex_v1
frdr_v3_0077,fdcp_v11_0058,"While noting that banks have become increasingly aware of the potential significance of climate-related risks, the ECB also identified sparse and heterogeneous risk management and disclosure practices.","In addition, the EBA does not state that the management body should formulate and draft the policies but considers that the general ICT and security risk management framework and information security framework is of such particular importance that it should be approved periodically at the highest level.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,ECB,climate,cross_source_neutral,,data/processed/finreg/ecb/ecb_climate_guide_family.txt,reviewed_codex_v1
frdr_v3_0078,fdcp_v11_0060,"Specifically, ECB supervisors will examine 51 of the euro area’s largest banks, representing around 75% of the euro area’s banking assets, as part of the 2025 EU-wide stress test coordinated by the European Banking Authority (EBA) .","For example, for firms with a smaller number of models or less complex models, maintaining a model inventory would be considered less burdensome and the criteria for classifying models into tiers is expected to be materially simpler than for firms with a wider range of models or more complex models.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,ECB,stress_testing,cross_source_neutral,,data/processed/finreg/ecb/ecb_2025_stress_test.txt,reviewed_codex_v1
frdr_v3_0079,fdcp_v11_0145,The framework includes: the detailed design of the monitoring tools for a bank's intraday liquidity risk; stress scenarios; key application issues; and the reporting regime.,The framework excludes: the detailed design of the monitoring tools for a bank's intraday liquidity risk; stress scenarios; key application issues; and the reporting regime.,contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,liquidity,minimal_contradiction,includes_excludes,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
frdr_v3_0080,fdcp_v11_0236,The proposed principles set out what the PRA considers to be the core disciplines necessary for a sound MRM framework to manage model risk effectively across all model and risk types.,It stresses the importance of risk governance as part of a bank's overall corporate governance framework and promotes the value of strong boards and board committees together with effective control functions.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,model_risk,cross_source_neutral,,data/processed/finreg/pra_boe/pra_cp6_22_model_risk.txt,reviewed_codex_v1
frdr_v3_0081,fdcp_v11_0186,"In circumstances where these appointments may be permissible, such as for certain smaller less complex firms, the firm should be able to explain how its governance arrangements will otherwise satisfy the need for independent oversight of the executives.","In circumstances where these appointments may be permissible, such as for certain smaller less complex firms, the firm should be able to explain how its governance arrangements will otherwise satisfy the need for independent oversight of the executives.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0082,fdcp_v11_0089,National supervisors will determine the extent to which the tools apply to non-internationally active banks within their jurisdictions.,National supervisors will determine the extent to which the tools apply to non-internationally active banks within their jurisdictions.,entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,liquidity,extractive_entailment,,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
frdr_v3_0083,fdcp_v11_0200,The updated principles are set at a high level so that they can be applied across banks and jurisdictions while remaining relevant as stress testing practices continue to evolve.,"As a practical matter, some validation work may be most effectively done by model developers and users; it is essential, however, that such validation work be subject to critical review by an independent party, who should conduct additional activities to ensure proper validation.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,stress_testing,cross_source_neutral,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,reviewed_codex_v1
frdr_v3_0084,fdcp_v11_0109,"Such structures should be approved and maintained only when their purpose has been clearly defined and understood, and when the management body is satisfied that all material risks, including reputational risks, have been identified, that all risks can be managed effectively and appropriately reported, and that effective oversight has been ensured.","Furthermore, a number of NCAs have issued, or are in the process of issuing, guidance on climate-related and environmental risks.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,cross_source_neutral,,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0085,fdcp_v11_0011,"As part of the risk management framework, competent authorities should review the institution’s internal capital adequacy assessment process (ICAAP) and internal liquidity adequacy assessment process (ILAAP).","In circumstances where these appointments may be permissible, such as for certain smaller less complex firms, the firm should be able to explain how its governance arrangements will otherwise satisfy the need for independent oversight of the executives.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,srep,cross_source_neutral,,data/processed/finreg/eba/eba_srep_hub.txt,reviewed_codex_v1
frdr_v3_0086,fdcp_v11_0152,"It requires institutions to have robust governance arrangements for identifying, managing, monitoring and reporting the risks they are facing, as well as adequate internal control mechanisms that are consistent with effective risk management.","It does not require institutions to have robust governance arrangements for identifying, managing, monitoring and reporting the risks they are facing, as well as adequate internal control mechanisms that are consistent with effective risk management.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,ECB,governance,minimal_contradiction,requires_not,data/processed/finreg/ecb/ecb_rdarr_guide.txt,reviewed_codex_v1
frdr_v3_0087,fdcp_v11_0054,"This step in validation should ensure that judgment exercised in model design and construction is well informed, carefully considered, and consistent with published research and with sound industry practice.","This step in validation should ensure that judgment exercised in model design and construction is well informed, carefully considered, and consistent with published research and with sound industry practice.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,Federal Reserve,model_risk,extractive_entailment,,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,reviewed_codex_v1
frdr_v3_0088,fdcp_v11_0123,"In particular, the conditions for outsourcing of functions of banking activities by institutions are not harmonised to the same extent as for institutions and payment institutions subject to MiFID II and PSD2.","It requires institutions to have robust governance arrangements for identifying, managing, monitoring and reporting the risks they are facing, as well as adequate internal control mechanisms that are consistent with effective risk management.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,outsourcing,cross_source_neutral,,data/processed/finreg/eba/eba_outsourcing.txt,reviewed_codex_v1
frdr_v3_0089,fdcp_v11_0004,"As part of the risk management framework, competent authorities should review the institution’s internal capital adequacy assessment process (ICAAP) and internal liquidity adequacy assessment process (ILAAP).","As part of the risk management framework, competent authorities should not review the institution’s internal capital adequacy assessment process (ICAAP) and internal liquidity adequacy assessment process (ILAAP).",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,srep,minimal_contradiction,should_not,data/processed/finreg/eba/eba_srep_hub.txt,reviewed_codex_v1
frdr_v3_0090,fdcp_v11_0007,"In addition, they should remain alert to the possible need for expert advice and support on any risk issue, taking action to ensure that they receive such advice and support as may be necessary to meet their responsibilities effectively.","In addition, they should remain alert to the possible need for expert advice and support on any risk issue, taking action to ensure that they receive such advice and support as may be necessary to meet their responsibilities effectively.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
