review_id,candidate_id,premise,hypothesis,auto_label,review_label,keep,notes,source_org,theme,pair_type,transform,source_file,review_status
frdr_v1_0068,fdcp_v9_0193,"If a non-material outsourcing or third party arrangement becomes material due to a severe but plausible scenario, such as a pandemic, firms should consider whether additional measures to safeguard their operational resilience are warranted, such as revisions to contractual provisions.","If a non-material outsourcing or third party arrangement becomes material due to a severe but plausible scenario, such as a pandemic, firms should not consider whether additional measures to safeguard their operational resilience are warranted, such as revisions to contractual provisions.",contradiction,,,,PRA-BoE,outsourcing,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,pending
frdr_v1_0069,fdcp_v9_0092,"Financial institutions should assign the responsibility for managing and ove rseeing ICT and security risks to a control function, adhering to the requirements of Section 19 of the EBA Guidelines on internal governance (EBA/GL/2017/11).",Both the findings from the self-assessment and remediation plans should be documented and shared with firms’ boards in a timely manner.,neutral,,,,EBA,ict,cross_source_neutral,,data/processed/finreg/eba/eba_ict_security_risk_management.txt,pending
frdr_v1_0070,fdcp_v9_0154,Firms should seek to review and update legacy outsourcing agreements entered into before Wednesday 31 March 2021 at the first appropriate contractual renewal or revision point to meet the expectations in this SS as soon as possible on or after Thursday 31 March 2022.,Firms should seek to review and update legacy outsourcing agreements entered into before Wednesday 31 March 2021 at the first appropriate contractual renewal or revision point to meet the expectations in this SS as soon as possible on or after Thursday 31 March 2022.,entailment,,,,PRA-BoE,outsourcing,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,pending
frdr_v1_0071,fdcp_v9_0115,The EU-wide stress test will follow a bottom-up approach with some top-down elements.,The EU-wide stress test will follow a bottom-up approach with some top-down elements.,entailment,,,,ECB,stress_testing,extractive_entailment,,data/processed/finreg/ecb/ecb_2025_stress_test.txt,pending
frdr_v1_0072,fdcp_v9_0190,"Accordingly, to the extent necessary for effective operational management, the branch head of risk should report into the most senior branch management personnel.","Accordingly, to the extent necessary for effective operational management, the branch head of risk should not report into the most senior branch management personnel.",contradiction,,,,PRA-BoE,branch_governance,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,pending
frdr_v1_0073,fdcp_v9_0161,"Competent authorities should assess the institution’s exposure to intraday liquidity risk for a selected time horizon, including the intraday availability of liquid assets given the unpredictable nature of unexpected intraday outflows or lack of inflows.","For systemic wholesale branches, as part of its supervisory programme, the PRA will expect to meet at least annually as part of existing annual meetings with the CEO or the CRO, or both, of the authorised entity of which the branch is part, to discuss the PRA’s expectations on information sharing, as outlined in Box 1, for the firm.",neutral,,,,EBA,liquidity,cross_source_neutral,,data/processed/finreg/eba/eba_srep_hub.txt,pending
frdr_v1_0074,fdcp_v9_0103,"The following four areas are then examined in detail in Chapters 7–10: o data security (Chapter 7); o access, audit, and information rights (Chapter 8); o sub-outsourcing (Chapter 9); and o business continuity and exit strategies (Chapter 10).","Over time, the tools will also provide supervisors with a better understanding of banks' payment and settlement behaviour.",neutral,,,,PRA-BoE,outsourcing,cross_source_neutral,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,pending
frdr_v1_0075,fdcp_v9_0112,Firms should seek to review and update legacy outsourcing agreements entered into before Wednesday 31 March 2021 at the first appropriate contractual renewal or revision point to meet the expectations in this SS as soon as possible on or after Thursday 31 March 2022.,Firms should not seek to review and update legacy outsourcing agreements entered into before Wednesday 31 March 2021 at the first appropriate contractual renewal or revision point to meet the expectations in this SS as soon as possible on or after Thursday 31 March 2022.,contradiction,,,,PRA-BoE,outsourcing,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,pending
frdr_v1_0076,fdcp_v9_0091,"Over time, the tools will also provide supervisors with a better understanding of banks' payment and settlement behaviour.",Credit risk chapter General topics for credit risk This sub-chapter includes the subset of supervisory expectations from the former general topics chapter that are applicable to internal models for credit risk and are therefore better placed within the credit risk chapter.,neutral,,,,BCBS,liquidity,cross_source_neutral,,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,pending
frdr_v1_0077,fdcp_v9_0054,"The PRA has a number of expectations concerning how the local entity should organise its booking arrangements in order that it meets the threshold conditions on the prudent conduct of business and its obligations under Fundamental Rules 3, 5, 6, and 8, relating to risk management and resolvability.","The PRA has a number of expectations concerning how the local entity should organise its booking arrangements in order that it meets the threshold conditions on the prudent conduct of business and its obligations under Fundamental Rules 3, 5, 6, and 8, relating to risk management and resolvability.",entailment,,,,PRA-BoE,general,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,pending
frdr_v1_0078,fdcp_v9_0245,"They reminded that in line with the EBA report on ESG risk management and supervision (published in July 2021) climate risk should be incorporated proportionately and progressively, and only following further data and methodological developments in the area of climate stress testing.","They reminded that in line with the EBA report on ESG risk management and supervision (published in July 2021) climate risk should be incorporated proportionately and progressively, and only following further data and methodological developments in the area of climate stress testing.",entailment,,,,EBA,stress_testing,extractive_entailment,,data/processed/finreg/eba/eba_srep_hub.txt,pending
frdr_v1_0079,fdcp_v9_0183,The management body should ensure that the quantity and skills of financial institutions’ staff is adequate to support their ICT operational needs and their ICT and security risk management processes on an ongoing basis and to ensure the implementation of their ICT strategy .,"Except in relation to those functions described in 8.5, where a firm relies on a third party for the performance of operational functions which are not critical or important for the performance of relevant services and activities (see 8.1).",neutral,,,,EBA,ict,cross_source_neutral,,data/processed/finreg/eba/eba_ict_security_risk_management.txt,pending
frdr_v1_0080,fdcp_v9_0095,"Since then, the role of stress testing has rapidly evolved and grown in importance in many jurisdictions.","This type of concentration may arise even if a firm uses multiple, unconnected third party service providers, for instance, a business process outsourcing or offshoring hub.",neutral,,,,BCBS,stress_testing,cross_source_neutral,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,pending
frdr_v1_0081,fdcp_v9_0065,"This description is followed by additional points applicable to either banks or authorities, as follows: Additional points for banks: points with particular relevance to (a) banks' own internal stress testing activities and (b) their participation in bank-run supervisory stress tests.","Implementation activities should consider their potential effect on (i) internal models, (ii) interactions and interdependencies of risk data aggregation with the integration of financial reporting frameworks, and (iii) overall business and ICT strategies.",neutral,,,,BCBS,stress_testing,cross_source_neutral,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,pending
frdr_v1_0082,fdcp_v9_0029,"Strong governance also includes documentation of model development and validation that is sufficiently detailed to allow parties unfamiliar with a model to understand how the model operates, as well as its limitations and key assumptions.","Strong governance also includes documentation of model development and validation that is sufficiently detailed to allow parties unfamiliar with a model to understand how the model operates, as well as its limitations and key assumptions.",entailment,,,,Federal Reserve,governance,extractive_entailment,,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,pending
frdr_v1_0083,fdcp_v9_0203,Adequate levels of capital and liquidity are essential for the resilience of individual banks.,"These include the objectives, governance, policies, processes, methodology, resources and documentation that guide stress testing activities and facilitate the use, implementation and oversight of stress testing frameworks.",neutral,,,,ECB,srep,cross_source_neutral,,data/processed/finreg/ecb/ecb_icaap_ilaap_consultation.txt,pending
frdr_v1_0084,fdcp_v9_0124,"Financial institutions should assign the responsibility for managing and ove rseeing ICT and security risks to a control function, adhering to the requirements of Section 19 of the EBA Guidelines on internal governance (EBA/GL/2017/11).","Financial institutions should not assign the responsibility for managing and ove rseeing ICT and security risks to a control function, adhering to the requirements of Section 19 of the EBA Guidelines on internal governance (EBA/GL/2017/11).",contradiction,,,,EBA,ict,minimal_contradiction,should_not,data/processed/finreg/eba/eba_ict_security_risk_management.txt,pending
frdr_v1_0085,fdcp_v9_0252,Banking organizations should conduct a periodic review—at least annually but more frequently if warranted—of each model to determine whether it is working as intended and if the existing validation activities are sufficient.,Banking organizations should conduct a periodic review—at least annually but more frequently if warranted—of each model to determine whether it is working as intended and if the existing validation activities are sufficient.,entailment,,,,Federal Reserve,model_risk,extractive_entailment,,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,pending
frdr_v1_0086,fdcp_v9_0202,"In terms of models, the scope should include key internal risk management models including, but not limited to, Pillar 1 regulatory capital models (such as internal ratings-based (IRB) approaches for credit risk), Pillar 2 risk and capital models and other key risk management models (such as IFRS9 collective provisions models and value-at-risk models).","In terms of models, the scope should include key internal risk management models including, but not limited to, Pillar 1 regulatory capital models (such as internal ratings-based (IRB) approaches for credit risk), Pillar 2 risk and capital models and other key risk management models (such as IFRS9 collective provisions models and value-at-risk models).",entailment,,,,ECB,general,extractive_entailment,,data/processed/finreg/ecb/ecb_rdarr_guide.txt,pending
frdr_v1_0087,fdcp_v9_0181,"For systemic wholesale branches, as part of its supervisory programme, the PRA will expect to meet at least annually as part of existing annual meetings with the CEO or the CRO, or both, of the authorised entity of which the branch is part, to discuss the PRA’s expectations on information sharing, as outlined in Box 1, for the firm.","For systemic wholesale branches, as part of its supervisory programme, the PRA will expect to meet at least annually as part of existing annual meetings with the CEO or the CRO, or both, of the authorised entity of which the branch is part, to discuss the PRA’s expectations on information sharing, as outlined in Box 1, for the firm.",entailment,,,,PRA-BoE,branch_governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,pending
frdr_v1_0088,fdcp_v9_0094,"Firms should use all relevant criteria in Chapter 5 in their assessments (however, some criteria may be inapplicable to certain non- outsourcing third party arrangements).","Firms should use all relevant criteria in Chapter 5 in their assessments (however, some criteria may be inapplicable to certain non- outsourcing third party arrangements).",entailment,,,,PRA-BoE,outsourcing,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,pending
frdr_v1_0089,fdcp_v9_0034,"The management body has overall accountability for setting, approving and overseeing the implementation of financial institutions’ ICT strategy as part of their overall business strategy as well as for the establishment of an effective risk management framework for ICT and security risks.",The methodologies and tools for managing and disclosing climate-related and environmental risks are expected to mature over time.,neutral,,,,EBA,ict,cross_source_neutral,,data/processed/finreg/eba/eba_ict_security_risk_management.txt,pending
frdr_v1_0090,fdcp_v9_0131,The management body should ensure that the quantity and skills of financial institutions’ staff is adequate to support their ICT operational needs and their ICT and security risk management processes on an ongoing basis and to ensure the implementation of their ICT strategy .,The management body should not ensure that the quantity and skills of financial institutions’ staff is adequate to support their ICT operational needs and their ICT and security risk management processes on an ongoing basis and to ensure the implementation of their ICT strategy .,contradiction,,,,EBA,ict,minimal_contradiction,should_not,data/processed/finreg/eba/eba_ict_security_risk_management.txt,pending
